"","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"190",190,"LENO_061-M-10.5-32.5-20180709","2018-07-09 14:33:00","LENO_061-M-10.5-32.5",3.617,1.259,4.876,0.28,0.35,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1834351.2,18343512000,18343.512,18.343512
"191",191,"LENO_061-M-12-2.5-20181105","2018-11-05 17:40:00","LENO_061-M-12-2.5",1.182,1.463,2.644,0.181,0.152,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,994672.8,9946728000,9946.728,9.946728
"192",192,"LENO_061-M-12.5-0.5-20180709","2018-07-09 14:53:00","LENO_061-M-12.5-0.5",1.009,0.864,1.873,0.153,0.074,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,704622.6,7046226000,7046.226,7.046226
"193",193,"LENO_061-M-21-20230412","2023-04-12 18:20:00","LENO_061-M-21-wetDryTransition-2023",1.291,0.764,2.055,0.121,0.092,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,773091,7730910000,7730.91,7.73091
"194",194,"LENO_061-M-21-20230629","2023-06-29 12:41:00","LENO_061-M-21-peakGreenness-2023",2.035,2.611,4.646,0.211,-0.025,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1747825.2,17478252000,17478.252,17.478252
"195",195,"LENO_061-M-21-20231106","2023-11-06 17:48:00","LENO_061-M-21-dryWetTransition-2023",1.815,1.824,3.639,0.085,0.129,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1368991.8,13689918000,13689.918,13.689918
"196",196,"LENO_061-M-23-20230412","2023-04-12 18:46:00","LENO_061-M-23-wetDryTransition-2023",2.098,1.161,3.259,0.268,0.184,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1226035.8,12260358000,12260.358,12.260358
"197",197,"LENO_061-M-23-20230629","2023-06-29 13:10:00","LENO_061-M-23-peakGreenness-2023",2.091,6.166,8.258,0.642,0.317,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,3106659.6,31066596000,31066.596,31.066596
"198",198,"LENO_061-M-23-20231106","2023-11-06 18:12:00","LENO_061-M-23-dryWetTransition-2023",1.105,0.655,1.76,0.079,0.093,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,662112,6621120000,6621.12,6.62112
"199",199,"LENO_061-M-26-38-20180709","2018-07-09 14:10:00","LENO_061-M-26-38",1.153,1.09,2.244,0.177,0.114,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,844192.8,8441928000,8441.928,8.441928
"200",200,"LENO_061-M-35.5-17.5-20180425","2018-04-25 15:26:00","LENO_061-M-35.5-17.5",4.316,1.97,6.286,-0.084,0.019,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,2364793.2,23647932000,23647.932,23.647932
"201",201,"LENO_061-M-35.5-24.5-20181105","2018-11-05 17:02:00","LENO_061-M-35.5-24.5",1.754,1.191,2.945,-0.019,0.015,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1107909,11079090000,11079.09,11.07909
"202",202,"LENO_061-M-39-20230412","2023-04-12 17:40:00","LENO_061-M-39-wetDryTransition-2023",2.77,1.66,4.431,0.064,-0.056,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1666942.2,16669422000,16669.422,16.669422
"203",203,"LENO_061-M-39-20231106","2023-11-06 17:22:00","LENO_061-M-39-dryWetTransition-2023",0.796,1.408,2.204,0.139,0.135,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,829144.8,8291448000,8291.448,8.291448
"204",204,"LENO_061-M-39.5-27-20180425","2018-04-25 15:44:00","LENO_061-M-39.5-27",3.795,1.517,5.312,0.168,0.228,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1998374.4,19983744000,19983.744,19.983744
"205",205,"LENO_061-M-41-20230629","2023-06-29 13:30:00","LENO_061-M-41-peakGreenness-2023",2.277,4.47,6.747,0.108,0.055,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,2538221.4,25382214000,25382.214,25.382214
"206",206,"LENO_061-M-5.5-16.5-20180425","2018-04-25 15:11:00","LENO_061-M-5.5-16.5",1.169,2.498,3.668,-0.008,-0.009,"LENO","LENO_061-M","LENO_061","M",NA,1.254,1.254,10000,3e+05,376200,1379901.6,13799016000,13799.016,13.799016
"207",207,"LENO_062-M-0.5-27-20181105","2018-11-05 18:09:00","LENO_062-M-0.5-27",1.197,1.224,2.422,0.065,0.065,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,911156.4,9111564000,9111.564,9.111564
"208",208,"LENO_062-M-0.5-38.5-20180709","2018-07-09 15:35:00","LENO_062-M-0.5-38.5",1.118,0.692,1.81,0.476,0.088,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,680922,6809220000,6809.22,6.80922
"209",209,"LENO_062-M-1.5-12.5-20180709","2018-07-09 15:31:00","LENO_062-M-1.5-12.5",0.796,1.531,2.327,0.166,0.127,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,875417.4,8754174000,8754.174,8.754174
"210",210,"LENO_062-M-18-2.5-20181105","2018-11-05 18:22:00","LENO_062-M-18-2.5",1.458,2.326,3.784,0.073,0.084,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,1423540.8,14235408000,14235.408,14.235408
"211",211,"LENO_062-M-21-20230412","2023-04-12 19:29:00","LENO_062-M-21-wetDryTransition-2023",1.63,0.873,2.503,0.089,0.055,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,941628.6,9416286000,9416.286,9.416286
"212",212,"LENO_062-M-21-20231106","2023-11-06 19:35:00","LENO_062-M-21-dryWetTransition-2023",0.71,0.646,1.356,0.11,0.059,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,510127.2,5101272000,5101.272,5.101272
"213",213,"LENO_062-M-23-20230412","2023-04-12 19:51:00","LENO_062-M-23-wetDryTransition-2023",1.729,0.654,2.383,0.184,0.099,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,896484.6,8964846000,8964.846,8.964846
"214",214,"LENO_062-M-23-20230629","2023-06-29 15:30:00","LENO_062-M-23-peakGreenness-2023",1.47,6.974,8.443,-0.052,-0.069,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,3176256.6,31762566000,31762.566,31.762566
"215",215,"LENO_062-M-23-20231106","2023-11-06 19:09:00","LENO_062-M-23-dryWetTransition-2023",0.778,0.62,1.398,0.096,0.076,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,525927.6,5259276000,5259.276,5.259276
"216",216,"LENO_062-M-32.5-15-20180425","2018-04-25 17:08:00","LENO_062-M-32.5-15",1.041,0.961,2.001,0.089,0.022,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,752776.2,7527762000,7527.762,7.527762
"217",217,"LENO_062-M-38-34-20180709","2018-07-09 16:09:00","LENO_062-M-38-34",0.734,0.661,1.395,0.123,0.085,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,524799,5247990000,5247.99,5.24799
"218",218,"LENO_062-M-39-20230629","2023-06-29 15:08:00","LENO_062-M-39-peakGreenness-2023",3.319,1.575,4.894,0.239,0.218,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,1841122.8,18411228000,18411.228,18.411228
"219",219,"LENO_062-M-39-27.5-20181105","2018-11-05 18:35:00","LENO_062-M-39-27.5",1.082,1.003,2.085,0.077,0.06,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,784377,7843770000,7843.77,7.84377
"220",220,"LENO_062-M-41-20230412","2023-04-12 20:03:00","LENO_062-M-41-wetDryTransition-2023",2.849,1.311,4.16,0.02,0.048,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,1564992,15649920000,15649.92,15.64992
"221",221,"LENO_062-M-41-20230629","2023-06-29 14:25:00","LENO_062-M-41-peakGreenness-2023",3.002,12.155,15.157,NA,NA,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,5702063.4,57020634000,57020.634,57.020634
"222",222,"LENO_062-M-41-20231106","2023-11-06 18:47:00","LENO_062-M-41-dryWetTransition-2023",1.7,1.809,3.509,0.076,0.08,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,1320085.8,13200858000,13200.858,13.200858
"223",223,"LENO_062-M-5.5-12-20180425","2018-04-25 16:48:00","LENO_062-M-5.5-12",2.225,1.229,3.454,-0.058,-0.009,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,1299394.8,12993948000,12993.948,12.993948
"224",224,"LENO_062-M-9.5-32.5-20180425","2018-04-25 17:22:00","LENO_062-M-9.5-32.5",2.729,1.355,4.083,0.091,0.106,"LENO","LENO_062-M","LENO_062","M",NA,1.254,1.254,10000,3e+05,376200,1536024.6,15360246000,15360.246,15.360246
"225",225,"LENO_063-M-18-2-20180425","2018-04-25 13:30:00","LENO_063-M-18-2",2.15,0.822,2.972,0.028,-0.004,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1118066.4,11180664000,11180.664,11.180664
"226",226,"LENO_063-M-2-34-20181105","2018-11-05 20:24:00","LENO_063-M-2-34",1.362,2.774,4.136,-0.008,-0.014,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1555963.2,15559632000,15559.632,15.559632
"227",227,"LENO_063-M-21-20230412","2023-04-12 17:59:00","LENO_063-M-21-wetDryTransition-2023",4.163,0.505,4.668,0.028,0.035,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1756101.6,17561016000,17561.016,17.561016
"228",228,"LENO_063-M-21-20231108","2023-11-08 13:25:00","LENO_063-M-21-dryWetTransition-2023",1.146,0.195,1.341,0.031,0.026,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,504484.2,5044842000,5044.842,5.044842
"229",229,"LENO_063-M-23-20230412","2023-04-12 17:16:00","LENO_063-M-23-wetDryTransition-2023",1.858,0.37,2.228,0.044,0.069,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,838173.6,8381736000,8381.736,8.381736
"230",230,"LENO_063-M-23-20230627","2023-06-27 17:10:00","LENO_063-M-23-peakGreenness-2023",1.644,3.482,5.127,-0.191,-0.191,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1928777.4,19287774000,19287.774,19.287774
"231",231,"LENO_063-M-23-20231108","2023-11-08 12:43:00","LENO_063-M-23-dryWetTransition-2023",1.276,0.116,1.392,0,0.015,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,523670.4,5236704000,5236.704,5.236704
"232",232,"LENO_063-M-29.5-4.5-20180709","2018-07-09 17:12:00","LENO_063-M-29.5-4.5",0.974,0.596,1.571,0.138,0.053,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,591010.2,5910102000,5910.102,5.910102
"233",233,"LENO_063-M-33-12.5-20181105","2018-11-05 20:38:00","LENO_063-M-33-12.5",0.721,1.12,1.842,0.112,0.074,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,692960.4,6929604000,6929.604,6.929604
"234",234,"LENO_063-M-33.5-12-20180425","2018-04-25 13:45:00","LENO_063-M-33.5-12",1.654,1.021,2.676,-0.013,0.035,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1006711.2,10067112000,10067.112,10.067112
"235",235,"LENO_063-M-39-20230412","2023-04-12 18:30:00","LENO_063-M-39-wetDryTransition-2023",1.459,1.587,3.046,0.041,0.049,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1145905.2,11459052000,11459.052,11.459052
"236",236,"LENO_063-M-39-20230627","2023-06-27 16:33:00","LENO_063-M-39-peakGreenness-2023",1.168,7.107,8.275,-0.277,-0.334,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,3113055,31130550000,31130.55,31.13055
"237",237,"LENO_063-M-39.5-26.5-20180709","2018-07-09 17:26:00","LENO_063-M-39.5-26.5",NA,NA,NA,NA,NA,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,NA,NA,NA,NA
"238",238,"LENO_063-M-41-20230627","2023-06-27 16:53:00","LENO_063-M-41-peakGreenness-2023",1.347,3.018,4.365,-0.056,-0.116,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1642113,16421130000,16421.13,16.42113
"239",239,"LENO_063-M-41-20231108","2023-11-08 13:03:00","LENO_063-M-41-dryWetTransition-2023",1.074,0.158,1.232,0.059,0.036,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,463478.4,4634784000,4634.784,4.634784
"240",240,"LENO_063-M-6.5-15.5-20180709","2018-07-09 16:59:00","LENO_063-M-6.5-15.5",0.722,0.9,1.622,0.109,-0.017,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,610196.4,6101964000,6101.964,6.101964
"241",241,"LENO_063-M-7-22-20180425","2018-04-25 13:59:00","LENO_063-M-7-22",3.245,1.859,5.103,-0.134,-0.061,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,1919748.6,19197486000,19197.486,19.197486
"242",242,"LENO_063-M-7.5-0.5-20181105","2018-11-05 20:11:00","LENO_063-M-7.5-0.5",1.13,0.9,2.031,-0.042,-0.003,"LENO","LENO_063-M","LENO_063","M",NA,1.254,1.254,10000,3e+05,376200,764062.2,7640622000,7640.622,7.640622
"243",243,"LENO_064-M-1.5-23-20180425","2018-04-25 12:45:00","LENO_064-M-1.5-23",1.888,1.324,3.212,0.026,0.045,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,1208354.4,12083544000,12083.544,12.083544
"244",244,"LENO_064-M-17-35-20180709","2018-07-09 18:17:00","LENO_064-M-17-35",1.945,0.79,2.735,0.008,-0.016,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,1028907,10289070000,10289.07,10.28907
"245",245,"LENO_064-M-19-6.5-20181105","2018-11-05 19:47:00","LENO_064-M-19-6.5",0.807,0.7,1.506,-0.004,0.009,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,566557.2,5665572000,5665.572,5.665572
"246",246,"LENO_064-M-21-20230412","2023-04-12 16:15:00","LENO_064-M-21-wetDryTransition-2023",1.039,0.272,1.311,0.079,0.05,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,493198.2,4931982000,4931.982,4.931982
"247",247,"LENO_064-M-21-20230627","2023-06-27 18:14:00","LENO_064-M-21-peakGreenness-2023",2.242,3.384,5.625,-0.21,-0.149,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,2116125,21161250000,21161.25,21.16125
"248",248,"LENO_064-M-21-20231108","2023-11-08 14:12:00","LENO_064-M-21-dryWetTransition-2023",1.297,0.147,1.444,0.011,0.049,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,543232.8,5432328000,5432.328,5.432328
"249",249,"LENO_064-M-23-20230412","2023-04-12 15:27:00","LENO_064-M-23-wetDryTransition-2023",1.712,0.295,2.007,-0.016,0.015,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,755033.4,7550334000,7550.334,7.550334
"250",250,"LENO_064-M-23-20230627","2023-06-27 18:29:00","LENO_064-M-23-peakGreenness-2023",1.924,0.6,2.524,0.012,-0.017,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,949528.8,9495288000,9495.288,9.495288
"251",251,"LENO_064-M-29-37-20180425","2018-04-25 12:55:00","LENO_064-M-29-37",2.358,0.881,3.239,0.069,0.014,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,1218511.8,12185118000,12185.118,12.185118
"252",252,"LENO_064-M-3-10.5-20180709","2018-07-09 17:57:00","LENO_064-M-3-10.5",1.798,0.61,2.408,-0.011,0.023,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,905889.6,9058896000,9058.896,9.058896
"253",253,"LENO_064-M-30.5-35.5-20181105","2018-11-05 19:22:00","LENO_064-M-30.5-35.5",0.861,1.113,1.974,0,0.011,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,742618.8,7426188000,7426.188,7.426188
"254",254,"LENO_064-M-32-9.5-20180709","2018-07-09 17:59:00","LENO_064-M-32-9.5",0.933,0.58,1.512,0.162,0.028,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,568814.4,5688144000,5688.144,5.688144
"255",255,"LENO_064-M-39-20230627","2023-06-27 17:56:00","LENO_064-M-39-peakGreenness-2023",2.34,0.189,2.529,-0.068,0.011,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,951409.8,9514098000,9514.098,9.514098
"256",256,"LENO_064-M-39-20231108","2023-11-08 13:49:00","LENO_064-M-39-dryWetTransition-2023",0.87,0.169,1.039,-0.001,0.016,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,390871.8,3908718000,3908.718,3.908718
"257",257,"LENO_064-M-41-20230412","2023-04-12 15:51:00","LENO_064-M-41-wetDryTransition-2023",1.741,0.88,2.621,-0.07,-0.023,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,986020.2,9860202000,9860.202,9.860202
"258",258,"LENO_064-M-41-20231108","2023-11-08 14:33:00","LENO_064-M-41-dryWetTransition-2023",0.814,0,0.814,0,0.017,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,306226.8,3062268000,3062.268,3.062268
"259",259,"LENO_064-M-6.5-28-20181105","2018-11-05 19:35:00","LENO_064-M-6.5-28",0.661,0.342,1.003,0.048,0.036,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,377328.6,3773286000,3773.286,3.773286
"260",260,"LENO_064-M-8-19-20180425","2018-04-25 12:34:00","LENO_064-M-8-19",2.429,1.026,3.456,-0.076,-0.018,"LENO","LENO_064-M","LENO_064","M",NA,1.254,1.254,10000,3e+05,376200,1300147.2,13001472000,13001.472,13.001472
"261",261,"TALL_001-M-10-39-20210603","2021-06-03 16:01:00","TALL_001-M-10-39",0.335,0.753,1.088,0.039,-0.018,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,299020.8,2990208000,2990.208,2.990208
"262",262,"TALL_001-M-13-30-20210330","2021-03-30 17:03:00","TALL_001-M-13-30",2.821,0.767,3.589,0.056,-0.013,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,986383.870588236,9863838705.88236,9863.83870588236,9.86383870588236
"263",263,"TALL_001-M-2-7.5-20210603","2021-06-03 16:42:00","TALL_001-M-2-7.5",0.659,0.745,1.404,0.075,-0.017,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,385868.752941177,3858687529.41177,3858.68752941177,3.85868752941177
"264",264,"TALL_001-M-28-6.5-20210330","2021-03-30 17:48:00","TALL_001-M-28-6.5",1.875,0.907,2.783,0.051,-0.018,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,764866.623529412,7648666235.29412,7648.66623529412,7.64866623529412
"265",265,"TALL_001-M-3-0-20211101","2021-11-01 18:18:00","TALL_001-M-3-0",0.519,0.273,0.792,-0.017,-0.009,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,217669.552941177,2176695529.41177,2176.69552941177,2.17669552941177
"266",266,"TALL_001-M-30.5-27-20210603","2021-06-03 16:17:00","TALL_001-M-30.5-27",0.816,2.901,3.717,-0.073,-0.119,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,1021562.78823529,10215627882.3529,10215.6278823529,10.2156278823529
"267",267,"TALL_001-M-33-26-20211101","2021-11-01 17:57:00","TALL_001-M-33-26",1.012,0.3,1.312,-0.008,0.006,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,360583.905882353,3605839058.82353,3605.83905882353,3.60583905882353
"268",268,"TALL_001-M-33.5-25-20170612","2017-06-12 14:17:00","TALL_001-M-33.5-25",1.066,0.484,1.551,NA,NA,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,426269.541176471,4262695411.76471,4262.69541176471,4.26269541176471
"269",269,"TALL_001-M-39-22-20210330","2021-03-30 17:31:00","TALL_001-M-39-22",1.425,1.264,2.689,0.02,-0.024,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,739032.105882353,7390321058.82353,7390.32105882353,7.39032105882353
"270",270,"TALL_001-M-5.5-36-20211101","2021-11-01 18:39:00","TALL_001-M-5.5-36",0.383,0.428,0.811,-0.022,-0.017,"TALL","TALL_001-M","TALL_001","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,222891.423529412,2228914235.29412,2228.91423529412,2.22891423529412
"271",271,"TALL_001-O-16.5-39.5-20170406","2017-04-06 15:08:00","TALL_001-O-16.5-39.5",0,0,0,0.128,0.003,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,0,0,0,0
"272",272,"TALL_001-O-18-36.5-20171030","2017-10-30 16:35:00","TALL_001-O-18-36.5",0,0.125,0.125,NA,NA,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,34354.4117647059,343544117.647059,343.544117647059,0.343544117647059
"273",273,"TALL_001-O-32-24-20170406","2017-04-06 14:25:00","TALL_001-O-32-24",1.1,0.216,1.316,0.145,0.035,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,361683.247058824,3616832470.58824,3616.83247058824,3.61683247058824
"274",274,"TALL_001-O-32.5-37-20171030","2017-10-30 16:48:00","TALL_001-O-32.5-37",0.212,0.102,0.314,NA,NA,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,86298.2823529412,862982823.529412,862.982823529412,0.862982823529412
"275",275,"TALL_001-O-33.5-11.5-20170612","2017-06-12 14:22:00","TALL_001-O-33.5-11.5",1.108,0.329,1.437,NA,NA,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,394938.317647059,3949383176.47059,3949.38317647059,3.94938317647059
"276",276,"TALL_001-O-33.5-25-20170612","2017-06-12 13:48:00","TALL_001-O-33.5-25",1.847,0.503,2.35,NA,NA,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,645862.941176471,6458629411.76471,6458.62941176471,6.45862941176471
"277",277,"TALL_001-O-39-8-20171030","2017-10-30 17:09:00","TALL_001-O-39-8",0.322,0.216,0.538,NA,NA,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,147861.388235294,1478613882.35294,1478.61388235294,1.47861388235294
"278",278,"TALL_001-O-6.5-12.5-20170406","2017-04-06 14:46:00","TALL_001-O-6.5-12.5",0.015,0.099,0.114,0.259,0.001,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,31331.2235294118,313312235.294118,313.312235294118,0.313312235294118
"279",279,"TALL_001-O-7.5-25-20170612","2017-06-12 14:53:00","TALL_001-O-7.5-25",0.845,0.409,1.254,NA,NA,"TALL","TALL_001-O","TALL_001","O",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,344643.45882353,3446434588.2353,3446.4345882353,3.4464345882353
"280",280,"TALL_002-M-1-14-20210601","2021-06-01 17:14:00","TALL_002-M-1-14",0.844,0.462,1.306,0.068,0.017,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,441754.5,4417545000,4417.545,4.417545
"281",281,"TALL_002-M-11-2-20210329","2021-03-29 17:10:00","TALL_002-M-11-2",1.265,0.772,2.036,-0.001,0.018,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,688677,6886770000,6886.77,6.88677
"282",282,"TALL_002-M-12.5-39-20171101","2017-11-01 17:14:00","TALL_002-M-12.5-39",0.359,0.252,0.611,NA,NA,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,206670.75,2066707500,2066.7075,2.0667075
"283",283,"TALL_002-M-13-36-20170612","2017-06-12 15:24:00","TALL_002-M-13-36",1.327,1.123,2.45,NA,NA,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,828712.5,8287125000,8287.125,8.287125
"284",284,"TALL_002-M-13.5-35.5-20210601","2021-06-01 17:46:00","TALL_002-M-13.5-35.5",1.176,0.65,1.826,0.005,0.013,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,617644.5,6176445000,6176.445,6.176445
"285",285,"TALL_002-M-14-2-20171101","2017-11-01 17:32:00","TALL_002-M-14-2",0.535,0.216,0.752,NA,NA,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,254364,2543640000,2543.64,2.54364
"286",286,"TALL_002-M-14-37-20211103","2021-11-03 16:57:00","TALL_002-M-14-37",0.91,0.824,1.734,0.044,-0.031,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,586525.5,5865255000,5865.255,5.865255
"287",287,"TALL_002-M-17-8-20170406","2017-04-06 14:32:00","TALL_002-M-17-8",0.198,0.106,0.304,0.096,0.013,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,102828,1028280000,1028.28,1.02828
