"","X","sampleID","collectDate","incubationPairID","soilAmmoniumNugPerGram","soilNitrateNitriteNugPerGram","soilInorganicNugPerGram","netNminugPerGramPerDay","netNitugPerGramPerDay","siteID","siteID_tosplit","plotID","soilHorizon","BD.plot.mean","BD.site.mean","bulkdensity","sample.area.cm2","sample.volume","g.soil","InorganicN.ugm2","InorganicN.ugHectare","InorganicN.gHectare","InorganicN.kgHectare"
"288",288,"TALL_002-M-2.5-2-20211103","2021-11-03 17:20:00","TALL_002-M-2.5-2",0.228,2.499,2.727,-0.098,-0.106,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,922407.75,9224077500,9224.0775,9.2240775
"289",289,"TALL_002-M-26-31-20171101","2017-11-01 17:22:00","TALL_002-M-26-31",0.679,0.175,0.854,NA,NA,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,288865.5,2888655000,2888.655,2.888655
"290",290,"TALL_002-M-3-15-20170612","2017-06-12 15:03:00","TALL_002-M-3-15",1.106,0.671,1.777,NA,NA,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,601070.25,6010702500,6010.7025,6.0107025
"291",291,"TALL_002-M-32.5-19-20210329","2021-03-29 16:48:00","TALL_002-M-32.5-19",1.306,0.383,1.689,0.029,0.019,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,571304.25,5713042500,5713.0425,5.7130425
"292",292,"TALL_002-M-33-20.5-20211103","2021-11-03 17:04:00","TALL_002-M-33-20.5",0.989,0.594,1.582,-0.036,-0.017,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,535111.5,5351115000,5351.115,5.351115
"293",293,"TALL_002-M-33.5-24-20210601","2021-06-01 17:31:00","TALL_002-M-33.5-24",1.421,0.833,2.253,0.22,0.059,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,762077.25,7620772500,7620.7725,7.6207725
"294",294,"TALL_002-M-34-31.5-20210329","2021-03-29 16:23:00","TALL_002-M-34-31.5",1.324,1.436,2.76,0.029,-0.023,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,933570,9335700000,9335.7,9.3357
"295",295,"TALL_002-M-39-26-20170612","2017-06-12 15:42:00","TALL_002-M-39-26",1.285,0.425,1.71,NA,NA,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,578407.5,5784075000,5784.075,5.784075
"296",296,"TALL_002-M-8-34-20170406","2017-04-06 14:08:00","TALL_002-M-8-34",0.1,0,0.1,0.164,0.008,"TALL","TALL_002-M","TALL_002","M",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,33825,338250000,338.25,0.33825
"297",297,"TALL_002-O-37-8.5-20170406","2017-04-06 14:49:00","TALL_002-O-37-8.5",8.147,10.952,19.099,-0.546,-0.593,"TALL","TALL_002-O","TALL_002","O",1.1275,0.916117647058824,1.1275,10000,3e+05,338250,6460236.75,64602367500,64602.3675,64.6023675
"298",298,"TALL_003-M-14-4-20171101","2017-11-01 18:13:00","TALL_003-M-14-4",0.375,0.102,0.477,NA,NA,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,131096.435294118,1310964352.94118,1310.96435294118,1.31096435294118
"299",299,"TALL_003-M-15-33.5-20170406","2017-04-06 18:18:00","TALL_003-M-15-33.5",0.851,0.23,1.082,0.277,0.119,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,297371.788235294,2973717882.35294,2973.71788235294,2.97371788235294
"300",300,"TALL_003-M-15.5-35.5-20170612","2017-06-12 19:49:00","TALL_003-M-15.5-35.5",1.109,0.444,1.553,NA,NA,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,426819.211764706,4268192117.64706,4268.19211764706,4.26819211764706
"301",301,"TALL_003-M-20.5-2-20170612","2017-06-12 19:38:00","TALL_003-M-20.5-2",0.743,0.355,1.097,NA,NA,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,301494.317647059,3014943176.47059,3014.94317647059,3.01494317647059
"302",302,"TALL_003-M-20.5-33-20170406","2017-04-06 18:46:00","TALL_003-M-20.5-33",0.034,0.144,0.178,0.367,0.143,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,48920.6823529412,489206823.529412,489.206823529412,0.489206823529412
"303",303,"TALL_003-M-30-16-20211103","2021-11-03 14:32:00","TALL_003-M-30-16",1.552,0.687,2.239,-0.058,-0.02,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,615356.223529412,6153562235.29412,6153.56223529412,6.15356223529412
"304",304,"TALL_003-M-30-4.5-20210601","2021-06-01 12:52:00","TALL_003-M-30-4.5",0.769,0.62,1.389,0.031,0.007,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,381746.223529412,3817462235.29412,3817.46223529412,3.81746223529412
"305",305,"TALL_003-M-33-13.5-20170406","2017-04-06 19:03:00","TALL_003-M-33-13.5",0.532,0.471,1.003,0.137,0.058,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,275659.8,2756598000,2756.598,2.756598
"306",306,"TALL_003-M-33-2.5-20171101","2017-11-01 18:31:00","TALL_003-M-33-2.5",1.259,0.22,1.479,NA,NA,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,406481.4,4064814000,4064.814,4.064814
"307",307,"TALL_003-M-33-22-20170612","2017-06-12 20:13:00","TALL_003-M-33-22",0.988,0.471,1.459,NA,NA,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,400984.694117647,4009846941.17647,4009.84694117647,4.00984694117647
"308",308,"TALL_003-M-33.5-26-20171101","2017-11-01 18:36:00","TALL_003-M-33.5-26",1.465,1.476,2.941,NA,NA,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,808290.6,8082906000,8082.906,8.082906
"309",309,"TALL_003-M-34.5-31.5-20210329","2021-03-29 20:42:00","TALL_003-M-34.5-31.5",1.821,0.383,2.205,0.043,0.076,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,606011.823529412,6060118235.29412,6060.11823529412,6.06011823529412
"310",310,"TALL_003-M-37-5-20210329","2021-03-29 20:25:00","TALL_003-M-37-5",2.422,0.552,2.974,0.342,0.375,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,817360.164705883,8173601647.05883,8173.60164705883,8.17360164705883
"311",311,"TALL_003-M-5-39-20210601","2021-06-01 12:36:00","TALL_003-M-5-39",0.818,0.561,1.379,0.08,0.033,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,378997.870588235,3789978705.88236,3789.97870588235,3.78997870588235
"312",312,"TALL_003-M-5.5-15-20210601","2021-06-01 12:15:00","TALL_003-M-5.5-15",0.256,0.385,0.64,0.068,0.028,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,175894.588235294,1758945882.35294,1758.94588235294,1.75894588235294
"313",313,"TALL_003-M-5.5-18.5-20211103","2021-11-03 14:55:00","TALL_003-M-5.5-18.5",0.251,0.774,1.025,-0.031,-0.033,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,281706.176470588,2817061764.70588,2817.06176470588,2.81706176470588
"314",314,"TALL_003-M-6-1-20210329","2021-03-29 20:03:00","TALL_003-M-6-1",1.097,0.792,1.889,0.069,0.025,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,519163.870588236,5191638705.88236,5191.63870588236,5.19163870588236
"315",315,"TALL_003-M-9-32-20211103","2021-11-03 14:36:00","TALL_003-M-9-32",0.851,0.448,1.299,-0.021,-0.02,"TALL","TALL_003-M","TALL_003","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,357011.047058824,3570110470.58824,3570.11047058824,3.57011047058824
"316",316,"TALL_004-M-10-32-20210601","2021-06-01 15:34:00","TALL_004-M-10-32",0.622,0.551,1.172,0.067,-0.013,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,334020,3340200000,3340.2,3.3402
"317",317,"TALL_004-M-11-36.5-20170406","2017-04-06 19:27:00","TALL_004-M-11-36.5",0,0.405,0.405,0.048,-0.023,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,115425,1154250000,1154.25,1.15425
"318",318,"TALL_004-M-11-6-20210601","2021-06-01 15:52:00","TALL_004-M-11-6",0.388,0.519,0.907,0.023,0.014,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,258495,2584950000,2584.95,2.58495
"319",319,"TALL_004-M-12.5-2.5-20211103","2021-11-03 13:36:00","TALL_004-M-12.5-2.5",0.315,0.327,0.641,0.014,0.012,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,182685,1826850000,1826.85,1.82685
"320",320,"TALL_004-M-12.5-36-20210329","2021-03-29 14:25:00","TALL_004-M-12.5-36",0.535,0.365,0.9,0.024,0.009,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,256500,2.565e+09,2565,2.565
"321",321,"TALL_004-M-13.5-39.5-20171030","2017-10-30 18:03:00","TALL_004-M-13.5-39.5",0,0.981,0.981,NA,NA,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,279585,2795850000,2795.85,2.79585
"322",322,"TALL_004-M-15.5-33.5-20211103","2021-11-03 13:22:00","TALL_004-M-15.5-33.5",0.468,0.335,0.803,0.021,0.016,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,228855,2288550000,2288.55,2.28855
"323",323,"TALL_004-M-27-39.5-20171030","2017-10-30 18:35:00","TALL_004-M-27-39.5",0,0.103,0.103,NA,NA,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,29355,293550000,293.55,0.29355
"324",324,"TALL_004-M-30-4-20210329","2021-03-29 15:17:00","TALL_004-M-30-4",1.089,0.773,1.861,0.059,-0.008,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,530385,5303850000,5303.85,5.30385
"325",325,"TALL_004-M-31-23-20170406","2017-04-06 18:48:00","TALL_004-M-31-23",0.112,0.621,0.732,0.104,-0.019,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,208620,2086200000,2086.2,2.0862
"326",326,"TALL_004-M-31.5-15.5-20211103","2021-11-03 13:42:00","TALL_004-M-31.5-15.5",0.24,0.264,0.504,0.046,0.005,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,143640,1436400000,1436.4,1.4364
"327",327,"TALL_004-M-31.5-3-20171030","2017-10-30 18:57:00","TALL_004-M-31.5-3",0.083,0.309,0.392,NA,NA,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,111720,1117200000,1117.2,1.1172
"328",328,"TALL_004-M-33-20.5-20170612","2017-06-12 18:44:00","TALL_004-M-33-20.5",0.267,0.227,0.493,NA,NA,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,140505,1405050000,1405.05,1.40505
"329",329,"TALL_004-M-36-7.5-20210601","2021-06-01 16:05:00","TALL_004-M-36-7.5",0.934,0.593,1.527,0.042,-0.01,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,435195,4351950000,4351.95,4.35195
"330",330,"TALL_004-M-4.5-13.5-20170406","2017-04-06 19:12:00","TALL_004-M-4.5-13.5",0.335,0.839,1.175,0.065,-0.043,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,334875,3348750000,3348.75,3.34875
"331",331,"TALL_004-M-5.5-5-20210329","2021-03-29 15:03:00","TALL_004-M-5.5-5",0.665,0.881,1.546,0.044,-0.003,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,440610,4406100000,4406.1,4.4061
"332",332,"TALL_004-M-7-23.5-20170612","2017-06-12 19:15:00","TALL_004-M-7-23.5",0.262,0.385,0.647,NA,NA,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,184395,1843950000,1843.95,1.84395
"333",333,"TALL_004-M-7.5-0.5-20170612","2017-06-12 19:00:00","TALL_004-M-7.5-0.5",0.183,0.212,0.395,NA,NA,"TALL","TALL_004-M","TALL_004","M",0.95,0.916117647058824,0.95,10000,3e+05,285000,112575,1125750000,1125.75,1.12575
"334",334,"TALL_006-M-1.5-11.5-20210601","2021-06-01 13:52:00","TALL_006-M-1.5-11.5",0.683,0.546,1.229,0.153,0.119,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,349036,3490360000,3490.36,3.49036
"335",335,"TALL_006-M-1.5-7-20210329","2021-03-29 19:19:00","TALL_006-M-1.5-7",0.367,0.513,0.88,0.042,0.011,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,249920,2499200000,2499.2,2.4992
"336",336,"TALL_006-M-11-8-20170406","2017-04-06 16:52:00","TALL_006-M-11-8",0.2,0.136,0.335,0.297,0.062,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,95140,951400000,951.4,0.9514
"337",337,"TALL_006-M-14.5-37-20210329","2021-03-29 18:45:00","TALL_006-M-14.5-37",2.191,0.88,3.071,-0.014,0.002,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,872164,8721640000,8721.64,8.72164
"338",338,"TALL_006-M-2-15.5-20211103","2021-11-03 15:45:00","TALL_006-M-2-15.5",0.327,0.516,0.843,-0.002,-0.021,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,239412,2394120000,2394.12,2.39412
"339",339,"TALL_006-M-2-36.5-20170406","2017-04-06 17:13:00","TALL_006-M-2-36.5",0,0.085,0.085,0.084,0.012,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,24140,241400000,241.4,0.2414
"340",340,"TALL_006-M-23-38.5-20211103","2021-11-03 15:53:00","TALL_006-M-23-38.5",0.85,0.523,1.373,-0.011,-0.015,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,389932,3899320000,3899.32,3.89932
"341",341,"TALL_006-M-30-19.5-20210329","2021-03-29 19:01:00","TALL_006-M-30-19.5",0.362,0.488,0.851,0.056,0.009,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,241684,2416840000,2416.84,2.41684
"342",342,"TALL_006-M-30.5-13-20171030","2017-10-30 15:19:00","TALL_006-M-30.5-13",0,0.138,0.138,NA,NA,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,39192,391920000,391.92,0.39192
"343",343,"TALL_006-M-31-18-20170406","2017-04-06 16:31:00","TALL_006-M-31-18",0.26,0.244,0.504,1.147,0.004,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,143136,1431360000,1431.36,1.43136
"344",344,"TALL_006-M-31.5-24.5-20210601","2021-06-01 14:17:00","TALL_006-M-31.5-24.5",0.461,0.305,0.766,0.07,0.046,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,217544,2175440000,2175.44,2.17544
"345",345,"TALL_006-M-31.5-32.5-20171030","2017-10-30 15:06:00","TALL_006-M-31.5-32.5",0.127,0.071,0.198,NA,NA,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,56232,562320000,562.32,0.56232
"346",346,"TALL_006-M-32-28.5-20170612","2017-06-12 17:51:00","TALL_006-M-32-28.5",0.394,0.357,0.751,NA,NA,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,213284,2132840000,2132.84,2.13284
"347",347,"TALL_006-M-36-1-20170612","2017-06-12 18:08:00","TALL_006-M-36-1",0.681,0.368,1.049,NA,NA,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,297916,2979160000,2979.16,2.97916
"348",348,"TALL_006-M-5.5-23-20210601","2021-06-01 14:06:00","TALL_006-M-5.5-23",0.731,0.592,1.323,0.074,0.048,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,375732,3757320000,3757.32,3.75732
"349",349,"TALL_006-M-6.5-9.5-20170612","2017-06-12 18:26:00","TALL_006-M-6.5-9.5",0.98,0.389,1.369,NA,NA,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,388796,3887960000,3887.96,3.88796
"350",350,"TALL_006-M-7-26.5-20171030","2017-10-30 14:45:00","TALL_006-M-7-26.5",0.597,0.113,0.711,NA,NA,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,201924,2019240000,2019.24,2.01924
"351",351,"TALL_006-M-8.5-25-20211103","2021-11-03 15:33:00","TALL_006-M-8.5-25",0.7,0.327,1.027,-0.026,-0.008,"TALL","TALL_006-M","TALL_006","M",0.946666666666667,0.916117647058824,0.946666666666667,10000,3e+05,284000,291668,2916680000,2916.68,2.91668
"352",352,"TALL_007-M-1-35-20210330","2021-03-30 14:38:00","TALL_007-M-1-35",1.043,0.63,1.673,0.012,0.003,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,475801.2,4758012000,4758.012,4.758012
"353",353,"TALL_007-M-10.5-33-20170406","2017-04-06 16:20:00","TALL_007-M-10.5-33",0.559,0.479,1.038,0.417,-0.021,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,295207.2,2952072000,2952.072,2.952072
"354",354,"TALL_007-M-12.5-31.5-20211101","2021-11-01 17:52:00","TALL_007-M-12.5-31.5",0.398,0.248,0.646,-0.005,-0.005,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,183722.4,1837224000,1837.224,1.837224
"355",355,"TALL_007-M-13-0-20170406","2017-04-06 16:59:00","TALL_007-M-13-0",0.462,0.536,0.998,0.144,0.014,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,283831.2,2838312000,2838.312,2.838312
"356",356,"TALL_007-M-13-30-20170612","2017-06-12 16:54:00","TALL_007-M-13-30",0.325,0.54,0.865,NA,NA,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,246006,2460060000,2460.06,2.46006
"357",357,"TALL_007-M-17.5-9-20210603","2021-06-03 17:19:00","TALL_007-M-17.5-9",0.916,0.36,1.276,0.064,0.009,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,362894.4,3628944000,3628.944,3.628944
"358",358,"TALL_007-M-23.5-2-20170406","2017-04-06 16:40:00","TALL_007-M-23.5-2",0.852,0.547,1.398,1.837,-0.019,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,397591.2,3975912000,3975.912,3.975912
"359",359,"TALL_007-M-23.5-38-20210330","2021-03-30 15:06:00","TALL_007-M-23.5-38",0.853,1.482,2.335,0.045,-0.024,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,664074,6640740000,6640.74,6.64074
"360",360,"TALL_007-M-3-15.5-20170612","2017-06-12 17:01:00","TALL_007-M-3-15.5",2.945,0.675,3.62,NA,NA,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,1029528,10295280000,10295.28,10.29528
"361",361,"TALL_007-M-30.5-31.5-20171030","2017-10-30 15:02:00","TALL_007-M-30.5-31.5",0.625,0.162,0.786,NA,NA,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,223538.4,2235384000,2235.384,2.235384
"362",362,"TALL_007-M-31-15-20171030","2017-10-30 15:21:00","TALL_007-M-31-15",0.766,0.172,0.937,NA,NA,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,266482.8,2664828000,2664.828,2.664828
"363",363,"TALL_007-M-33-10.5-20210603","2021-06-03 17:41:00","TALL_007-M-33-10.5",0.91,0.513,1.423,0.021,0.004,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,404701.2,4047012000,4047.012,4.047012
"364",364,"TALL_007-M-33-14.5-20210330","2021-03-30 15:26:00","TALL_007-M-33-14.5",1.068,0.35,1.418,0.09,0.034,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,403279.2,4032792000,4032.792,4.032792
"365",365,"TALL_007-M-35-26.5-20170612","2017-06-12 16:27:00","TALL_007-M-35-26.5",0.561,0.531,1.093,NA,NA,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,310849.2,3108492000,3108.492,3.108492
"366",366,"TALL_007-M-35.5-22-20211101","2021-11-01 17:34:00","TALL_007-M-35.5-22",0.569,0.393,0.962,-0.013,-0.012,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,273592.8,2735928000,2735.928,2.735928
"367",367,"TALL_007-M-37-3-20211101","2021-11-01 17:17:00","TALL_007-M-37-3",0.763,0.889,1.652,-0.051,-0.034,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,469828.8,4698288000,4698.288,4.698288
"368",368,"TALL_007-M-39-25.5-20210603","2021-06-03 17:52:00","TALL_007-M-39-25.5",0.38,0.59,0.971,0.068,-0.006,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,276152.4,2761524000,2761.524,2.761524
"369",369,"TALL_007-M-7.5-3-20171030","2017-10-30 15:33:00","TALL_007-M-7.5-3",0.887,0.092,0.979,NA,NA,"TALL","TALL_007-M","TALL_007","M",0.948,0.916117647058824,0.948,10000,3e+05,284400,278427.6,2784276000,2784.276,2.784276
"370",370,"TALL_007-O-13-30-20170612","2017-06-12 16:35:00","TALL_007-O-13-30",1.22,0.485,1.704,NA,NA,"TALL","TALL_007-O","TALL_007","O",0.948,0.916117647058824,0.948,10000,3e+05,284400,484617.6,4846176000,4846.176,4.846176
"371",371,"TALL_007-O-35-26.5-20170612","2017-06-12 16:14:00","TALL_007-O-35-26.5",0.546,0.588,1.133,NA,NA,"TALL","TALL_007-O","TALL_007","O",0.948,0.916117647058824,0.948,10000,3e+05,284400,322225.2,3222252000,3222.252,3.222252
"372",372,"TALL_044-M-1-26-20210603","2021-06-03 14:56:00","TALL_044-M-1-26",0.453,2.84,3.293,-0.078,-0.097,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,905032.623529412,9050326235.29412,9050.32623529412,9.05032623529412
"373",373,"TALL_044-M-1.5-15-20170614","2017-06-14 16:43:00","TALL_044-M-1.5-15",0.597,0.415,1.012,NA,NA,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,278133.317647059,2781333176.47059,2781.33317647059,2.78133317647059
"374",374,"TALL_044-M-13.5-6.5-20210603","2021-06-03 15:38:00","TALL_044-M-13.5-6.5",0.469,1.491,1.96,-0.028,-0.041,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,538677.176470589,5386771764.70589,5386.77176470589,5.38677176470589
"375",375,"TALL_044-M-17.5-3-20210603","2021-06-03 15:16:00","TALL_044-M-17.5-3",0.433,0.368,0.801,0.041,0.01,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,220143.070588235,2201430705.88235,2201.43070588235,2.20143070588235
"376",376,"TALL_044-M-18-32.5-20171030","2017-10-30 17:34:00","TALL_044-M-18-32.5",0.367,0.14,0.507,NA,NA,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,139341.494117647,1393414941.17647,1393.41494117647,1.39341494117647
"377",377,"TALL_044-M-2.5-14.5-20170404","2017-04-04 17:26:00","TALL_044-M-2.5-14.5",1.181,0.669,1.85,0.044,-0.007,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,508445.294117647,5084452941.17647,5084.45294117647,5.08445294117647
"378",378,"TALL_044-M-24.5-9-20210401","2021-04-01 15:25:00","TALL_044-M-24.5-9",0.97,1.869,2.838,-0.058,-0.06,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,779982.564705883,7799825647.05883,7799.82564705883,7.79982564705883
"379",379,"TALL_044-M-3.5-23-20210401","2021-04-01 14:44:00","TALL_044-M-3.5-23",0.646,2.336,2.983,-0.025,-0.063,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,819833.682352942,8198336823.52942,8198.33682352942,8.19833682352942
"380",380,"TALL_044-M-3.5-4.5-20171030","2017-10-30 17:20:00","TALL_044-M-3.5-4.5",0.084,0.118,0.202,NA,NA,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,55516.7294117647,555167294.117647,555.167294117647,0.555167294117647
"381",381,"TALL_044-M-3.5-9-20210401","2021-04-01 15:02:00","TALL_044-M-3.5-9",0.518,1.003,1.521,-0.018,-0.029,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,418024.482352941,4180244823.52941,4180.24482352941,4.18024482352941
"382",382,"TALL_044-M-30.5-12-20170404","2017-04-04 16:33:00","TALL_044-M-30.5-12",1.588,0.4,1.989,0.116,-0.02,"TALL","TALL_044-M","TALL_044","M",NA,0.916117647058824,0.916117647058824,10000,3e+05,274835.294117647,546647.4,5466474000,5466.474,5.466474
